SUID	abundance	AverageShortestPathLength	BetweennessCentrality	class	ClosenessCentrality	ClusteringCoefficient	degree	Eccentricity	family	genus	isafeature	IsSingleNode	kingdom	Label	lineage	name	negdegree	NeighborhoodConnectivity	NumberOfDirectedEdges	NumberOfUndirectedEdges	order	oriID	PartnerOfMultiEdgedNodePairs	phylum	posdegree	Radiality	samplecount	selected	SelfLoops	shared.name	species	Stress	taxon	TopologicalCoefficient	unknowndegree
242	0.132487573152158	178.266.494	0.00290862	Bacilli	0.56095791	0.34169727	172	3	Staphylococcaceae	Staphylococcus	no	FALSE	Bacteria	OTU-BV5denovo34493	Bacteria--Firmicutes--Bacilli--Bacillales--Staphylococcaceae--Staphylococcus--OTU_BV5denovo34493	OTU-BV5denovo34493	172	14.844.186.047	172	0	Bacillales	OTU-BV5denovo34493	0	Firmicutes	0	0.80433376	20	FALSE	0	OTU-BV5denovo34493	none	49532	OTU_BV5denovo34493	0.19303233	0
925	0.119104201337329	174.126.779	0.00255773	Betaproteobacteria	0.57429421	0.13797933	204	3	Methylophilaceae	none	no	FALSE	Bacteria	OTU-BV5denovo341876	Bacteria--Proteobacteria--Betaproteobacteria--Methylophilales--Methylophilaceae--OTU_BV5denovo341876	OTU-BV5denovo341876	204	13.412.254.902	204	0	Methylophilales	OTU-BV5denovo341876	0	Proteobacteria	0	0.81468305	22	FALSE	0	OTU-BV5denovo341876	none	92176	OTU_BV5denovo341876	0.17441164	0
272	0.303033079710634	17.774.903	0.00249695	none	0.56259098	0.27975624	178	3	none	none	no	FALSE	Fungi	OTU-FITS2denovo232894	Fungi--OTU_FITS2denovo232894	OTU-FITS2denovo232894	178	14.484.269.663	178	0	none	OTU-FITS2denovo232894	0	none	0	0.80562743	21	FALSE	0	OTU-FITS2denovo232894	none	39932	OTU_FITS2denovo232894	0.18884315	0
641	0.201130299498724	173.868.047	0.00236364	Incertae sedis	0.57514881	0.19128582	206	3	Incertae sedis	Malassezia	no	FALSE	Fungi	OTU-FITS2denovo1449	Fungi--Basidiomycota--Incertae sedis--Incertae sediscross302--Malasseziales--Incertae sedis1--Incertae sedis1cross303--Malassezia--Malassezia globosa--OTU_FITS2denovo1449	OTU-FITS2denovo1449	206	14.051.941.748	206	0	Malasseziales	OTU-FITS2denovo1449	0	Basidiomycota	0	0.81532988	20	FALSE	0	OTU-FITS2denovo1449	Malassezia globosa	82172	OTU_FITS2denovo1449	0.18273006	0
367	0	173.868.047	0.00236364	Incertae sedis	0.57514881	0.19128582	206	3	Malasseziales	Incertae sedis1	no	FALSE	Fungi	Malassezia globosa	Fungi--Basidiomycota--Incertae sedis--Incertae sediscross302--Malasseziales--Incertae sedis1--Incertae sedis1cross303--Malassezia--Malassezia globosa	Malassezia globosa	206	14.051.941.748	206	0	Incertae sediscross302	Malassezia globosa	0	Basidiomycota	0	0.81532988	0	FALSE	0	Malassezia globosa	Incertae sedis1cross303	82172	Malassezia globosa	0.18273006	0
302	0.201130299498724	173.868.047	0.00236364	Incertae sedis	0.57514881	0.19128582	206	3	Malasseziales	Incertae sedis1	no	FALSE	Fungi	Incertae sedis1cross303	Fungi--Basidiomycota--Incertae sedis--Incertae sediscross302--Malasseziales--Incertae sedis1--Incertae sedis1cross303	Incertae sedis1cross303	206	14.051.941.748	206	0	Incertae sediscross302	Incertae sedis1cross303	0	Basidiomycota	0	0.81532988	20	FALSE	0	Incertae sedis1cross303	Incertae sedis1cross303	82172	Incertae sedis1cross303	0.18273006	0
195	0.201130299498724	173.868.047	0.00236364	Incertae sedis	0.57514881	0.19128582	206	3	none	none	no	FALSE	Fungi	Incertae sediscross302	Fungi--Basidiomycota--Incertae sedis--Incertae sediscross302	Incertae sediscross302	206	14.051.941.748	206	0	Incertae sediscross302	Incertae sediscross302	0	Basidiomycota	0	0.81532988	20	FALSE	0	Incertae sediscross302	none	82172	Incertae sediscross302	0.18273006	0
333	0.140591259648334	175.291.074	0.00232555	none	0.5704797	0.24572672	197	3	none	none	no	FALSE	Fungi	OTU-FITS2denovo215324	Fungi--OTU_FITS2denovo215324	OTU-FITS2denovo215324	197	15.222.335.025	197	0	none	OTU-FITS2denovo215324	0	none	0	0.81177232	22	FALSE	0	OTU-FITS2denovo215324	none	76074	OTU_FITS2denovo215324	0.19846591	0
615	0	174.644.243	0.00214079	Oomycetes	0.57259259	0.12934673	200	3	Albuginaceae	Albugo	no	FALSE	Chromalveolata	OTU-Otraddenovo3891	Chromalveolata--Stramenopiles--Oomycetes--Albuginales--Albuginaceae--Albugo--Albugo hohenheimia/leimonios--OTU_Otraddenovo3891	OTU-Otraddenovo3891	199	137.115	200	0	Albuginales	OTU-Otraddenovo3891	0	Stramenopiles	1	0.81338939	0	FALSE	0	OTU-Otraddenovo3891	Albugo hohenheimia/leimonios	93172	OTU_Otraddenovo3891	0.17830299	0
762	0.145905983871123	173.609.314	0.00213355	Deltaproteobacteria	0.57600596	0.1009253	211	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo518253	Bacteria--Proteobacteria--Deltaproteobacteria--Myxococcales--OTU_BV5denovo518253	OTU-BV5denovo518253	206	12.165.876.777	211	0	Myxococcales	OTU-BV5denovo518253	0	Proteobacteria	5	0.81597671	23	FALSE	0	OTU-BV5denovo518253	none	90820	OTU_BV5denovo518253	0.15882346	0
666	0.0895293294506267	174.644.243	0.00204296	Alphaproteobacteria	0.57259259	0.17653266	200	3	Sphingomonadaceae	Sphingomonas	no	FALSE	Bacteria	OTU-BV5denovo70211	Bacteria--Proteobacteria--Alphaproteobacteria--Sphingomonadales--Sphingomonadaceae--Sphingomonas--OTU_BV5denovo70211	OTU-BV5denovo70211	195	143.515	200	0	Sphingomonadales	OTU-BV5denovo70211	0	Proteobacteria	5	0.81338939	20	FALSE	0	OTU-BV5denovo70211	none	92008	OTU_BV5denovo70211	0.18662549	0
214	0.134724806445964	177.619.664	0.00202497	Oomycetes	0.56300073	0.1488921	179	3	Albuginaceae	Albugo	no	FALSE	Chromalveolata	OTU-Otraddenovo46469	Chromalveolata--Stramenopiles--Oomycetes--Albuginales--Albuginaceae--Albugo--Albugo hohenheimia/leimonios--OTU_Otraddenovo46469	OTU-Otraddenovo46469	178	1.431.396.648	179	0	Albuginales	OTU-Otraddenovo46469	0	Stramenopiles	1	0.80595084	26	FALSE	0	OTU-Otraddenovo46469	Albugo hohenheimia/leimonios	72252	OTU_Otraddenovo46469	0.18662277	0
184	0	170.633.894	0.0018659	Actinobacteria	0.58605004	0.28033126	231	3	Microbacteriaceae	none	no	FALSE	Bacteria	OTU-BV5denovo300126	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Microbacteriaceae--OTU_BV5denovo300126	OTU-BV5denovo300126	205	14.499.134.199	231	0	Actinomycetales	OTU-BV5denovo300126	0	Actinobacteria	26	0.82341527	0	FALSE	0	OTU-BV5denovo300126	none	98032	OTU_BV5denovo300126	0.18854531	0
487	0.141061024819641	176.972.833	0.00181896	Actinobacteria	0.56505848	0.13089673	182	3	Nocardiaceae	Rhodococcus	no	FALSE	Bacteria	OTU-BV5denovo23879	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Nocardiaceae--Rhodococcus--OTU_BV5denovo23879	OTU-BV5denovo23879	182	14.586.263.736	182	0	Actinomycetales	OTU-BV5denovo23879	0	Actinobacteria	0	0.80756792	22	FALSE	0	OTU-BV5denovo23879	none	88598	OTU_BV5denovo23879	0.18967833	0
136	0.0823936573406293	177.231.565	0.0017695	Dothideomycetes	0.56423358	0.22557418	180	3	none	none	no	FALSE	Fungi	OTU-FITS2denovo170999	Fungi--Ascomycota--Dothideomycetes--Capnodiales--OTU_FITS2denovo170999	OTU-FITS2denovo170999	180	14.012.222.222	180	0	Capnodiales	OTU-FITS2denovo170999	0	Ascomycota	0	0.80692109	20	FALSE	0	OTU-FITS2denovo170999	none	53720	OTU_FITS2denovo170999	0.18221355	0
255	0.122966026025703	175.679.172	0.00174901	Alphaproteobacteria	0.56921944	0.09923341	195	3	Sphingomonadaceae	Kaistobacter	no	FALSE	Bacteria	OTU-BV5denovo226665	Bacteria--Proteobacteria--Alphaproteobacteria--Sphingomonadales--Sphingomonadaceae--Kaistobacter--OTU_BV5denovo226665	OTU-BV5denovo226665	191	12.442.564.103	195	0	Sphingomonadales	OTU-BV5denovo226665	0	Proteobacteria	4	0.81080207	22	FALSE	0	OTU-BV5denovo226665	none	75252	OTU_BV5denovo226665	0.16243556	0
74	0	176.584.735	0.00168917	Actinobacteria	0.56630037	0.17896592	185	3	Microbacteriaceae	none	no	FALSE	Bacteria	OTU-BV5denovo301257	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Microbacteriaceae--OTU_BV5denovo301257	OTU-BV5denovo301257	183	14.734.594.595	185	0	Actinomycetales	OTU-BV5denovo301257	0	Actinobacteria	2	0.80853816	0	FALSE	0	OTU-BV5denovo301257	none	74138	OTU_BV5denovo301257	0.19160721	0
369	0	171.021.992	0.00168686	Alphaproteobacteria	0.58472012	0.28282711	228	3	Sphingomonadaceae	Sphingomonas	no	FALSE	Bacteria	OTU-BV5denovo462898	Bacteria--Proteobacteria--Alphaproteobacteria--Sphingomonadales--Sphingomonadaceae--Sphingomonas--OTU_BV5denovo462898	OTU-BV5denovo462898	204	14.642.982.456	228	0	Sphingomonadales	OTU-BV5denovo462898	0	Proteobacteria	24	0.82244502	0	FALSE	0	OTU-BV5denovo462898	none	96916	OTU_BV5denovo462898	0.1904159	0
318	0.0829770278396377	172.315.653	0.0016739	Alphaproteobacteria	0.58033033	0.25840274	218	3	Sphingomonadaceae	Sphingomonas	no	FALSE	Bacteria	OTU-BV5denovo104395	Bacteria--Proteobacteria--Alphaproteobacteria--Sphingomonadales--Sphingomonadaceae--Sphingomonas--wittichii--OTU_BV5denovo104395	OTU-BV5denovo104395	199	14.596.330.275	218	0	Sphingomonadales	OTU-BV5denovo104395	0	Proteobacteria	19	0.81921087	20	FALSE	0	OTU-BV5denovo104395	wittichii	94398	OTU_BV5denovo104395	0.18980924	0
1414	0.291140553037657	18.538.163	0.00164476	none	0.53942777	0.38491011	117	3	none	none	no	FALSE	Fungi	OTU-FITS2denovo138718	Fungi--OTU_FITS2denovo138718	OTU-FITS2denovo138718	117	17.058.974.359	117	0	none	OTU-FITS2denovo138718	0	none	0	0.78654592	20	FALSE	0	OTU-FITS2denovo138718	none	44588	OTU_FITS2denovo138718	0.22238937	0
602	0	177.231.565	0.00157287	Sordariomycetes	0.56423358	0.17454997	180	3	Ophiocordycipitaceae	Purpureocillium	no	FALSE	Fungi	OTU-FITS2denovo641	Fungi--Ascomycota--Sordariomycetes--Hypocreales--Ophiocordycipitaceae--Purpureocillium--Purpureocillium lilacinum--OTU_FITS2denovo641	OTU-FITS2denovo641	180	141.25	180	0	Hypocreales	OTU-FITS2denovo641	0	Ascomycota	0	0.80692109	0	FALSE	0	OTU-FITS2denovo641	Purpureocillium lilacinum	56638	OTU_FITS2denovo641	0.1836801	0
277	0	177.231.565	0.00157287	Sordariomycetes	0.56423358	0.17454997	180	3	Ophiocordycipitaceae	none	no	FALSE	Fungi	Ophiocordycipitaceae	Fungi--Ascomycota--Sordariomycetes--Hypocreales--Ophiocordycipitaceae	Ophiocordycipitaceae	180	141.25	180	0	Hypocreales	Ophiocordycipitaceae	0	Ascomycota	0	0.80692109	0	FALSE	0	Ophiocordycipitaceae	none	56638	Ophiocordycipitaceae	0.1836801	0
75	0	177.231.565	0.00157287	Sordariomycetes	0.56423358	0.17454997	180	3	Ophiocordycipitaceae	Purpureocillium	no	FALSE	Fungi	Purpureocillium	Fungi--Ascomycota--Sordariomycetes--Hypocreales--Ophiocordycipitaceae--Purpureocillium	Purpureocillium	180	141.25	180	0	Hypocreales	Purpureocillium	0	Ascomycota	0	0.80692109	0	FALSE	0	Purpureocillium	none	56638	Purpureocillium	0.1836801	0
63	0	177.231.565	0.00157287	Sordariomycetes	0.56423358	0.17454997	180	3	Ophiocordycipitaceae	Purpureocillium	no	FALSE	Fungi	Purpureocillium lilacinum	Fungi--Ascomycota--Sordariomycetes--Hypocreales--Ophiocordycipitaceae--Purpureocillium--Purpureocillium lilacinum	Purpureocillium lilacinum	180	141.25	180	0	Hypocreales	Purpureocillium lilacinum	0	Ascomycota	0	0.80692109	0	FALSE	0	Purpureocillium lilacinum	Purpureocillium lilacinum	56638	Purpureocillium lilacinum	0.1836801	0
493	0.200742210627668	205.821.475	0.00154736	Gemmatimonadetes1	0.48585795	0.05111183	193	4	Ellin5301	none	no	FALSE	Bacteria	Ellin5301	Bacteria--Gemmatimonadetes--Gemmatimonadetes1--Gemmatimonadales--Ellin5301	Ellin5301	193	11.712.953.368	193	0	Gemmatimonadales	Ellin5301	0	Gemmatimonadetes	0	0.73544631	29	FALSE	0	Ellin5301	none	52622	Ellin5301	0.24949072	0
142	0.200742210627668	205.821.475	0.00154736	Gemmatimonadetes1	0.48585795	0.05111183	193	4	none	none	no	FALSE	Bacteria	Gemmatimonadales	Bacteria--Gemmatimonadetes--Gemmatimonadetes1--Gemmatimonadales	Gemmatimonadales	193	11.712.953.368	193	0	Gemmatimonadales	Gemmatimonadales	0	Gemmatimonadetes	0	0.73544631	29	FALSE	0	Gemmatimonadales	none	52622	Gemmatimonadales	0.24949072	0
120	0.200742210627668	205.821.475	0.00154736	Gemmatimonadetes	0.48585795	0.05111183	193	4	Ellin5301	none	no	FALSE	Bacteria	OTU-BV5denovo3187	Bacteria--Gemmatimonadetes--Gemmatimonadetes1--Gemmatimonadales--Ellin5301--OTU_BV5denovo3187	OTU-BV5denovo3187	193	11.712.953.368	193	0	Gemmatimonadales	OTU-BV5denovo3187	0	Gemmatimonadetes	0	0.73544631	29	FALSE	0	OTU-BV5denovo3187	none	52622	OTU_BV5denovo3187	0.24949072	0
86	0.200742210627668	205.821.475	0.00154736	Gemmatimonadetes1	0.48585795	0.05111183	193	4	none	none	no	FALSE	Bacteria	Gemmatimonadetes1	Bacteria--Gemmatimonadetes--Gemmatimonadetes1	Gemmatimonadetes1	193	11.712.953.368	193	0	none	Gemmatimonadetes1	0	Gemmatimonadetes	0	0.73544631	29	FALSE	0	Gemmatimonadetes1	none	52622	Gemmatimonadetes1	0.24949072	0
967	0	17.606.727	0.00154206	Alphaproteobacteria	0.56796473	0.07559383	189	3	Caulobacteraceae	Asticcacaulis	no	FALSE	Bacteria	biprosthecium	Bacteria--Proteobacteria--Alphaproteobacteria--Caulobacterales--Caulobacteraceae--Asticcacaulis--biprosthecium	biprosthecium	189	12.420.634.921	189	0	Caulobacterales	biprosthecium	0	Proteobacteria	0	0.80983182	0	FALSE	0	biprosthecium	biprosthecium	80300	biprosthecium	0.16151671	0
116	0.0977500735958685	17.606.727	0.00154206	Alphaproteobacteria	0.56796473	0.07559383	189	3	Caulobacteraceae	Asticcacaulis	no	FALSE	Bacteria	OTU-BV5denovo260920	Bacteria--Proteobacteria--Alphaproteobacteria--Caulobacterales--Caulobacteraceae--Asticcacaulis--biprosthecium--OTU_BV5denovo260920	OTU-BV5denovo260920	189	12.420.634.921	189	0	Caulobacterales	OTU-BV5denovo260920	0	Proteobacteria	0	0.80983182	21	FALSE	0	OTU-BV5denovo260920	biprosthecium	80300	OTU_BV5denovo260920	0.16151671	0
105	0	17.606.727	0.00154206	Alphaproteobacteria	0.56796473	0.07559383	189	3	Caulobacteraceae	Asticcacaulis	no	FALSE	Bacteria	Asticcacaulis	Bacteria--Proteobacteria--Alphaproteobacteria--Caulobacterales--Caulobacteraceae--Asticcacaulis	Asticcacaulis	189	12.420.634.921	189	0	Caulobacterales	Asticcacaulis	0	Proteobacteria	0	0.80983182	0	FALSE	0	Asticcacaulis	none	80300	Asticcacaulis	0.16151671	0
102	0.200742210627668	206.080.207	0.00151635	none	0.48524796	0.05208046	191	4	none	none	no	FALSE	Bacteria	Gemmatimonadetes	Bacteria--Gemmatimonadetes	Gemmatimonadetes	191	11.706.806.283	191	0	none	Gemmatimonadetes	0	Gemmatimonadetes	0	0.73479948	29	FALSE	0	Gemmatimonadetes	none	51836	Gemmatimonadetes	0.24935114	0
682	0	174.126.779	0.00150872	Alphaproteobacteria	0.57429421	0.22660099	204	3	Sphingomonadaceae	Zymomonas	no	FALSE	Bacteria	OTU-BV5denovo48025	Bacteria--Proteobacteria--Alphaproteobacteria--Sphingomonadales--Sphingomonadaceae--Zymomonas--OTU_BV5denovo48025	OTU-BV5denovo48025	194	14.881.862.745	204	0	Sphingomonadales	OTU-BV5denovo48025	0	Proteobacteria	10	0.81468305	0	FALSE	0	OTU-BV5denovo48025	none	78444	OTU_BV5denovo48025	0.19352227	0
229	0	174.126.779	0.00150872	Alphaproteobacteria	0.57429421	0.22660099	204	3	Sphingomonadaceae	Zymomonas	no	FALSE	Bacteria	Zymomonas	Bacteria--Proteobacteria--Alphaproteobacteria--Sphingomonadales--Sphingomonadaceae--Zymomonas	Zymomonas	194	14.881.862.745	204	0	Sphingomonadales	Zymomonas	0	Proteobacteria	10	0.81468305	0	FALSE	0	Zymomonas	none	78444	Zymomonas	0.19352227	0
69	0	181.888.745	0.00150141	none	0.54978663	0.16113054	144	3	none	none	no	FALSE	Unclassified	OTU-BV5denovo13379	Unclassified--OTU_BV5denovo13379	OTU-BV5denovo13379	144	16.849.305.556	144	0	none	OTU-BV5denovo13379	0	none	0	0.79527814	0	FALSE	0	OTU-BV5denovo13379	none	111026	OTU_BV5denovo13379	0.21965993	0
749	0	175.161.708	0.00148845	Betaproteobacteria	0.57090103	0.09887823	199	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo181982	Bacteria--Proteobacteria--Betaproteobacteria--SC-I-84--OTU_BV5denovo181982	OTU-BV5denovo181982	199	13.095.477.387	199	0	SC-I-84	OTU-BV5denovo181982	0	Proteobacteria	0	0.81209573	0	FALSE	0	OTU-BV5denovo181982	none	82394	OTU_BV5denovo181982	0.17095923	0
624	0	17.606.727	0.00148569	Betaproteobacteria	0.56796473	0.06291303	195	3	none	none	no	FALSE	Bacteria	SC-I-84	Bacteria--Proteobacteria--Betaproteobacteria--SC-I-84	SC-I-84	195	12.192.820.513	195	0	SC-I-84	SC-I-84	0	Proteobacteria	0	0.80983182	0	FALSE	0	SC-I-84	none	81796	SC-I-84	0.15980106	0
201	0	175.291.074	0.00148059	Chytridiomycetes	0.5704797	0.13941445	198	3	Olpidiaceae	Olpidium	no	FALSE	Fungi	OTU-FITS2denovo166913	Fungi--Chytridiomycota--Chytridiomycetes--Olpidiales--Olpidiaceae--Olpidium--Olpidium brassicae--OTU_FITS2denovo166913	OTU-FITS2denovo166913	183	12.960.606.061	198	0	Olpidiales	OTU-FITS2denovo166913	0	Chytridiomycota	15	0.81177232	0	FALSE	0	OTU-FITS2denovo166913	Olpidium brassicae	72820	OTU_FITS2denovo166913	0.16919851	0
226	0.468744836169115	179.818.887	0.0014776	Betaproteobacteria	0.55611511	0.30550314	160	3	Comamonadaceae	none	no	FALSE	Bacteria	OTU-BV5denovo82702	Bacteria--Proteobacteria--Betaproteobacteria--Burkholderiales--Comamonadaceae--OTU_BV5denovo82702	OTU-BV5denovo82702	120	147.275	160	0	Burkholderiales	OTU-BV5denovo82702	0	Proteobacteria	40	0.80045278	46	FALSE	0	OTU-BV5denovo82702	none	77096	OTU_BV5denovo82702	0.19151495	0
131	0.0801642946913559	171.927.555	0.00147127	Alphaproteobacteria	0.58164033	0.26503497	221	3	Aurantimonadaceae	none	no	FALSE	Bacteria	OTU-BV5denovo556005	Bacteria--Proteobacteria--Alphaproteobacteria--Rhizobiales--Aurantimonadaceae--OTU_BV5denovo556005	OTU-BV5denovo556005	198	14.620.361.991	221	0	Rhizobiales	OTU-BV5denovo556005	0	Proteobacteria	23	0.82018111	21	FALSE	0	OTU-BV5denovo556005	none	95284	OTU_BV5denovo556005	0.19012174	0
401	0.107032771715093	177.360.931	0.00141169	Gammaproteobacteria	0.56382203	0.16439646	179	3	Xanthomonadaceae	none	no	FALSE	Bacteria	OTU-BV5denovo86486	Bacteria--Proteobacteria--Gammaproteobacteria--Xanthomonadales--Xanthomonadaceae--OTU_BV5denovo86486	OTU-BV5denovo86486	179	14.887.709.497	179	0	Xanthomonadales	OTU-BV5denovo86486	0	Proteobacteria	0	0.80659767	20	FALSE	0	OTU-BV5denovo86486	none	84918	OTU_BV5denovo86486	0.1935983	0
726	0.106857350612957	17.839.586	0.00140676	Actinobacteria	0.56055112	0.07713773	174	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo244242	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--OTU_BV5denovo244242	OTU-BV5denovo244242	174	13.233.908.046	174	0	Actinomycetales	OTU-BV5denovo244242	0	Actinobacteria	0	0.80401035	24	FALSE	0	OTU-BV5denovo244242	none	60450	OTU_BV5denovo244242	0.17276642	0
299	0.13640411490427	176.196.636	0.00139685	Betaproteobacteria	0.56754772	0.09374483	191	3	Methylophilaceae	Methylotenera	no	FALSE	Bacteria	OTU-BV5denovo263698	Bacteria--Proteobacteria--Betaproteobacteria--Methylophilales--Methylophilaceae--Methylotenera--mobilis--OTU_BV5denovo263698	OTU-BV5denovo263698	187	12.813.089.005	191	0	Methylophilales	OTU-BV5denovo263698	0	Proteobacteria	4	0.80950841	23	FALSE	0	OTU-BV5denovo263698	mobilis	80554	OTU_BV5denovo263698	0.1672727	0
393	0.287563078396868	176.455.369	0.00138172	Actinobacteria	0.56671554	0.05219241	192	3	Nocardioidaceae	Aeromicrobium	no	FALSE	Bacteria	OTU-BV5denovo364528	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Nocardioidaceae--Aeromicrobium--OTU_BV5denovo364528	OTU-BV5denovo364528	192	121.390.625	192	0	Actinomycetales	OTU-BV5denovo364528	0	Actinobacteria	0	0.80886158	31	FALSE	0	OTU-BV5denovo364528	none	85662	OTU_BV5denovo364528	0.15909649	0
119	0.146012384093957	177.102.199	0.00137132	Gammaproteobacteria	0.56464573	0.27642726	181	3	Pseudomonadaceae	Pseudomonas	no	FALSE	Bacteria	OTU-BV5denovo119350	Bacteria--Proteobacteria--Gammaproteobacteria--Pseudomonadales--Pseudomonadaceae--Pseudomonas--OTU_BV5denovo119350	OTU-BV5denovo119350	181	1.585.801.105	181	0	Pseudomonadales	OTU-BV5denovo119350	0	Proteobacteria	0	0.8072445	26	FALSE	0	OTU-BV5denovo119350	none	68642	OTU_BV5denovo119350	0.20621601	0
429	0	181.241.915	0.00131374	none	0.55174875	0.08362053	149	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo18534	Bacteria--OTU_BV5denovo18534	OTU-BV5denovo18534	149	15.559.060.403	149	0	none	OTU-BV5denovo18534	0	none	0	0.79689521	0	FALSE	0	OTU-BV5denovo18534	none	66232	OTU_BV5denovo18534	0.20232848	0
366	0.305993377982753	210.478.655	0.00130963	Alphaproteobacteria	0.47510756	0.05318182	176	4	Sphingomonadaceae	Kaistobacter	no	FALSE	Bacteria	Kaistobacter	Bacteria--Proteobacteria--Alphaproteobacteria--Sphingomonadales--Sphingomonadaceae--Kaistobacter	Kaistobacter	176	12.103.409.091	176	0	Sphingomonadales	Kaistobacter	0	Proteobacteria	0	0.72380336	39	FALSE	0	Kaistobacter	none	62230	Kaistobacter	0.26181966	0
540	0.104727349794378	173.221.216	0.00128055	Betaproteobacteria	0.57729649	0.26341684	211	3	Comamonadaceae	none	no	FALSE	Bacteria	OTU-BV5denovo165649	Bacteria--Proteobacteria--Betaproteobacteria--Burkholderiales--Comamonadaceae--OTU_BV5denovo165649	OTU-BV5denovo165649	188	14.652.132.701	211	0	Burkholderiales	OTU-BV5denovo165649	0	Proteobacteria	23	0.81694696	22	FALSE	0	OTU-BV5denovo165649	none	90662	OTU_BV5denovo165649	0.19053489	0
442	0.134846353722437	177.878.396	0.00127919	Actinobacteria	0.56218182	0.06963753	178	3	Nocardioidaceae	none	no	FALSE	Bacteria	OTU-BV5denovo379704	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Nocardioidaceae--OTU_BV5denovo379704	OTU-BV5denovo379704	178	12.844.382.022	178	0	Actinomycetales	OTU-BV5denovo379704	0	Actinobacteria	0	0.80530401	23	FALSE	0	OTU-BV5denovo379704	none	61836	OTU_BV5denovo379704	0.16768123	0
339	0.129010910631407	172.703.752	0.00126771	Actinobacteria	0.57902622	0.28637253	215	3	Microbacteriaceae	none	no	FALSE	Bacteria	OTU-BV5denovo439380	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Microbacteriaceae--OTU_BV5denovo439380	OTU-BV5denovo439380	187	14.781.395.349	215	0	Actinomycetales	OTU-BV5denovo439380	0	Actinobacteria	28	0.81824062	23	FALSE	0	OTU-BV5denovo439380	none	90868	OTU_BV5denovo439380	0.1922158	0
689	0.138119455561572	172.703.752	0.00126761	Alphaproteobacteria	0.57902622	0.28619865	215	3	Sphingomonadaceae	none	no	FALSE	Bacteria	OTU-BV5denovo373374	Bacteria--Proteobacteria--Alphaproteobacteria--Sphingomonadales--Sphingomonadaceae--OTU_BV5denovo373374	OTU-BV5denovo373374	187	14.768.372.093	215	0	Sphingomonadales	OTU-BV5denovo373374	0	Proteobacteria	28	0.81824062	23	FALSE	0	OTU-BV5denovo373374	none	90858	OTU_BV5denovo373374	0.19204645	0
326	0.106886275664639	177.231.565	0.00126585	Oomycetes	0.56423358	0.13836127	180	3	Peronosporaceae	Hyaloperonospora	no	FALSE	Chromalveolata	OTU-Otraddenovo124250	Chromalveolata--Stramenopiles--Oomycetes--Peronosporales--Peronosporaceae--Hyaloperonospora--Hyaloperonospora praecox--OTU_Otraddenovo124250	OTU-Otraddenovo124250	180	14.511.666.667	180	0	Peronosporales	OTU-Otraddenovo124250	0	Stramenopiles	0	0.80692109	22	FALSE	0	OTU-Otraddenovo124250	Hyaloperonospora praecox	85278	OTU_Otraddenovo124250	0.18870828	0
341	0.101967370750488	172.833.118	0.00126515	Betaproteobacteria	0.57859281	0.28107586	214	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo513326	Bacteria--Proteobacteria--Betaproteobacteria--OTU_BV5denovo513326	OTU-BV5denovo513326	187	14.744.392.523	214	0	none	OTU-BV5denovo513326	0	Proteobacteria	27	0.81791721	23	FALSE	0	OTU-BV5denovo513326	none	90786	OTU_BV5denovo513326	0.19173462	0
583	0.133010197591943	172.962.484	0.00126303	Alphaproteobacteria	0.57816006	0.27619807	213	3	Caulobacteraceae	none	no	FALSE	Bacteria	OTU-BV5denovo207501	Bacteria--Proteobacteria--Alphaproteobacteria--Caulobacterales--Caulobacteraceae--OTU_BV5denovo207501	OTU-BV5denovo207501	188	14.741.784.038	213	0	Caulobacterales	OTU-BV5denovo207501	0	Proteobacteria	25	0.81759379	22	FALSE	0	OTU-BV5denovo207501	none	90720	OTU_BV5denovo207501	0.1917007	0
535	0.0950716329503376	179.560.155	0.00126251	Alphaproteobacteria	0.55691643	0.11885592	162	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo373337	Bacteria--Proteobacteria--Alphaproteobacteria--OTU_BV5denovo373337	OTU-BV5denovo373337	160	14.986.419.753	162	0	none	OTU-BV5denovo373337	0	Proteobacteria	2	0.80109961	23	FALSE	0	OTU-BV5denovo373337	none	68076	OTU_BV5denovo373337	0.19488192	0
546	0.120050574909342	172.962.484	0.00125918	Alphaproteobacteria	0.57816006	0.27593232	213	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo141648	Bacteria--Proteobacteria--Alphaproteobacteria--Rhizobiales--OTU_BV5denovo141648	OTU-BV5denovo141648	187	14.716.431.925	213	0	Rhizobiales	OTU-BV5denovo141648	0	Proteobacteria	26	0.81759379	23	FALSE	0	OTU-BV5denovo141648	none	90700	OTU_BV5denovo141648	0.19137103	0
