SUID	abundance	AverageShortestPathLength	BetweennessCentrality	class	ClosenessCentrality	ClusteringCoefficient	degree	Eccentricity	family	genus	isafeature	IsSingleNode	kingdom	Label	lineage	name	negdegree	NeighborhoodConnectivity	NumberOfDirectedEdges	NumberOfUndirectedEdges	order	oriID	PartnerOfMultiEdgedNodePairs	phylum	posdegree	Radiality	samplecount	selected	SelfLoops	shared.name	species	Stress	taxon	TopologicalCoefficient	unknowndegree
817	0.307949040150253	181.112.549	0.00058467	none	0.55214286	0.17036464	153	3	none	none	no	FALSE	Fungi	Chytridiomycota	Fungi--Chytridiomycota	Chytridiomycota	139	14.712.418.301	153	0	none	Chytridiomycota	0	Chytridiomycota	14	0.79721863	27	FALSE	0	Chytridiomycota	none	28550	Chytridiomycota	0.19206812	0
677	0.307949040150253	181.112.549	0.00058467	Chytridiomycetes	0.55214286	0.17036464	153	3	Olpidiaceae	none	no	FALSE	Fungi	Olpidiaceae	Fungi--Chytridiomycota--Chytridiomycetes--Olpidiales--Olpidiaceae	Olpidiaceae	139	14.712.418.301	153	0	Olpidiales	Olpidiaceae	0	Chytridiomycota	14	0.79721863	27	FALSE	0	Olpidiaceae	none	28550	Olpidiaceae	0.19206812	0
446	0.307949040150253	181.112.549	0.00058467	Chytridiomycetes	0.55214286	0.17036464	153	3	Olpidiaceae	Olpidium	no	FALSE	Fungi	Olpidium	Fungi--Chytridiomycota--Chytridiomycetes--Olpidiales--Olpidiaceae--Olpidium	Olpidium	139	14.712.418.301	153	0	Olpidiales	Olpidium	0	Chytridiomycota	14	0.79721863	27	FALSE	0	Olpidium	none	28550	Olpidium	0.19206812	0
361	0.307949040150253	181.112.549	0.00058467	Chytridiomycetes	0.55214286	0.17036464	153	3	Olpidiaceae	Olpidium	no	FALSE	Fungi	Olpidium brassicae	Fungi--Chytridiomycota--Chytridiomycetes--Olpidiales--Olpidiaceae--Olpidium--Olpidium brassicae	Olpidium brassicae	139	14.712.418.301	153	0	Olpidiales	Olpidium brassicae	0	Chytridiomycota	14	0.79721863	27	FALSE	0	Olpidium brassicae	Olpidium brassicae	28550	Olpidium brassicae	0.19206812	0
265	0	181.112.549	0.00058467	Chytridiomycetes	0.55214286	0.17036464	153	3	none	none	no	FALSE	Fungi	Olpidiales	Fungi--Chytridiomycota--Chytridiomycetes--Olpidiales	Olpidiales	139	14.712.418.301	153	0	Olpidiales	Olpidiales	0	Chytridiomycota	14	0.79721863	0	FALSE	0	Olpidiales	none	28550	Olpidiales	0.19206812	0
189	0.0454207706615365	181.500.647	0.00058182	none	0.55096222	0.16056286	147	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo18425	Bacteria--OTU_BV5denovo18425	OTU-BV5denovo18425	147	16.655.102.041	147	0	none	OTU-BV5denovo18425	0	none	0	0.79624838	20	FALSE	0	OTU-BV5denovo18425	none	64182	OTU_BV5denovo18425	0.2165813	0
438	0	181.630.013	0.00056829	Thermoleophilia	0.5505698	0.07920878	152	3	Patulibacteraceae	none	no	FALSE	Bacteria	OTU-BV5denovo50547	Bacteria--Actinobacteria--Thermoleophilia--Solirubrobacterales--Patulibacteraceae--OTU_BV5denovo50547	OTU-BV5denovo50547	152	14.166.447.368	152	0	Solirubrobacterales	OTU-BV5denovo50547	0	Actinobacteria	0	0.79592497	0	FALSE	0	OTU-BV5denovo50547	none	39222	OTU_BV5denovo50547	0.18566772	0
987	0.0559573647056431	181.888.745	0.00056121	none	0.54978663	0.19046232	144	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo13449	Bacteria--OTU_BV5denovo13449	OTU-BV5denovo13449	144	17.129.166.667	144	0	none	OTU-BV5denovo13449	0	none	0	0.79527814	20	FALSE	0	OTU-BV5denovo13449	none	62310	OTU_BV5denovo13449	0.22274599	0
110	0.116336751835263	186.804.657	0.00055825	Betaproteobacteria	0.53531856	0.32219227	106	3	Oxalobacteraceae	none	no	FALSE	Bacteria	OTU-BV5denovo370459	Bacteria--Proteobacteria--Betaproteobacteria--Burkholderiales--Oxalobacteraceae--OTU_BV5denovo370459	OTU-BV5denovo370459	104	16.689.622.642	106	0	Burkholderiales	OTU-BV5denovo370459	0	Proteobacteria	2	0.78298836	20	FALSE	0	OTU-BV5denovo370459	none	44266	OTU_BV5denovo370459	0.2170302	0
150	0.149945493279507	179.560.155	0.00055326	Betaproteobacteria	0.55691643	0.26021248	164	3	Comamonadaceae	none	no	FALSE	Bacteria	OTU-BV5denovo8611	Bacteria--Proteobacteria--Betaproteobacteria--Burkholderiales--Comamonadaceae--OTU_BV5denovo8611	OTU-BV5denovo8611	148	16.456.707.317	164	0	Burkholderiales	OTU-BV5denovo8611	0	Proteobacteria	16	0.80109961	28	FALSE	0	OTU-BV5denovo8611	none	63596	OTU_BV5denovo8611	0.21455942	0
1811	0.0569648675938427	191.203.105	0.00055172	none	0.52300406	0.10035088	76	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo79763	Bacteria--OTU_BV5denovo79763	OTU-BV5denovo79763	76	18.509.210.526	76	0	none	OTU-BV5denovo79763	0	none	0	0.77199224	27	FALSE	0	OTU-BV5denovo79763	none	34324	OTU_BV5denovo79763	0.24345568	0
638	0.302748476844373	181.371.281	0.00054325	Flavobacteriia	0.55135521	0.24997878	154	3	Flavobacteriaceae	Flavobacterium	no	FALSE	Bacteria	OTU-BV5denovo123742	Bacteria--Bacteroidetes--Flavobacteriia--Flavobacteriales--Flavobacteriaceae--Flavobacterium--OTU_BV5denovo123742	OTU-BV5denovo123742	133	14.857.142.857	154	0	Flavobacteriales	OTU-BV5denovo123742	0	Bacteroidetes	21	0.7965718	37	FALSE	0	OTU-BV5denovo123742	none	28756	OTU_BV5denovo123742	0.19472009	0
650	0.0562676369859895	184.217.335	0.00054221	none	0.54283708	0.09155556	126	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo49108	Bacteria--OTU_BV5denovo49108	OTU-BV5denovo49108	126	17.327.777.778	126	0	none	OTU-BV5denovo49108	0	none	0	0.78945666	25	FALSE	0	OTU-BV5denovo49108	none	59474	OTU_BV5denovo49108	0.22703822	0
354	0.134160053502344	181.759.379	0.0005422	Alphaproteobacteria	0.55017794	0.09082552	148	3	Caulobacteraceae	Phenylobacterium	no	FALSE	Bacteria	Phenylobacterium	Bacteria--Proteobacteria--Alphaproteobacteria--Caulobacterales--Caulobacteraceae--Phenylobacterium	Phenylobacterium	148	14.243.918.919	148	0	Caulobacterales	Phenylobacterium	0	Proteobacteria	0	0.79560155	28	FALSE	0	Phenylobacterium	none	37602	Phenylobacterium	0.18595194	0
166	0.134160053502344	181.759.379	0.0005422	Alphaproteobacteria	0.55017794	0.09082552	148	3	Caulobacteraceae	Phenylobacterium	no	FALSE	Bacteria	OTU-BV5denovo110294	Bacteria--Proteobacteria--Alphaproteobacteria--Caulobacterales--Caulobacteraceae--Phenylobacterium--OTU_BV5denovo110294	OTU-BV5denovo110294	148	14.243.918.919	148	0	Caulobacterales	OTU-BV5denovo110294	0	Proteobacteria	0	0.79560155	28	FALSE	0	OTU-BV5denovo110294	none	37602	OTU_BV5denovo110294	0.18595194	0
516	0.241447028756193	181.371.281	0.00054098	Gammaproteobacteria	0.55135521	0.21377483	151	3	Xanthomonadaceae	none	no	FALSE	Bacteria	OTU-BV5denovo302466	Bacteria--Proteobacteria--Gammaproteobacteria--Xanthomonadales--Xanthomonadaceae--OTU_BV5denovo302466	OTU-BV5denovo302466	134	15.068.211.921	151	0	Xanthomonadales	OTU-BV5denovo302466	0	Proteobacteria	17	0.7965718	39	FALSE	0	OTU-BV5denovo302466	none	32832	OTU_BV5denovo302466	0.19671295	0
663	0.132348866674599	181.759.379	0.00053609	Betaproteobacteria	0.55017794	0.07905865	148	3	Oxalobacteraceae	none	no	FALSE	Bacteria	OTU-BV5denovo155383	Bacteria--Proteobacteria--Betaproteobacteria--Burkholderiales--Oxalobacteraceae--OTU_BV5denovo155383	OTU-BV5denovo155383	148	14.506.081.081	148	0	Burkholderiales	OTU-BV5denovo155383	0	Proteobacteria	0	0.79560155	27	FALSE	0	OTU-BV5denovo155383	none	32820	OTU_BV5denovo155383	0.18937443	0
260	0.186654043243778	181.500.647	0.00053555	Alphaproteobacteria	0.55096222	0.190783	150	3	Caulobacteraceae	none	no	FALSE	Bacteria	OTU-BV5denovo597195	Bacteria--Proteobacteria--Alphaproteobacteria--Caulobacterales--Caulobacteraceae--OTU_BV5denovo597195	OTU-BV5denovo597195	137	150.12	150	0	Caulobacterales	OTU-BV5denovo597195	0	Proteobacteria	13	0.79624838	34	FALSE	0	OTU-BV5denovo597195	none	30106	OTU_BV5denovo597195	0.19597911	0
477	0.303949989712935	184.605.433	0.00053381	Actinobacteria	0.54169587	0.35444532	124	3	Nocardioidaceae	none	no	FALSE	Bacteria	OTU-BV5denovo102775	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Nocardioidaceae--OTU_BV5denovo102775	OTU-BV5denovo102775	94	158.25	124	0	Actinomycetales	OTU-BV5denovo102775	0	Actinobacteria	30	0.78848642	42	FALSE	0	OTU-BV5denovo102775	none	28680	OTU_BV5denovo102775	0.20605469	0
95	0.107136943209155	18.240.621	0.00052938	Actinobacteria	0.54822695	0.09629408	142	3	Nocardiaceae	none	no	FALSE	Bacteria	OTU-BV5denovo100236	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Nocardiaceae--OTU_BV5denovo100236	OTU-BV5denovo100236	142	16.435.915.493	142	0	Actinomycetales	OTU-BV5denovo100236	0	Actinobacteria	0	0.79398448	28	FALSE	0	OTU-BV5denovo100236	none	62604	OTU_BV5denovo100236	0.21428834	0
209	0.252639309009302	183.699.871	0.000521	Betaproteobacteria	0.5443662	0.14263566	130	3	Comamonadaceae	none	no	FALSE	Bacteria	OTU-BV5denovo17485	Bacteria--Proteobacteria--Betaproteobacteria--Burkholderiales--Comamonadaceae--OTU_BV5denovo17485	OTU-BV5denovo17485	130	16.925.384.615	130	0	Burkholderiales	OTU-BV5denovo17485	0	Proteobacteria	0	0.79075032	33	FALSE	0	OTU-BV5denovo17485	none	57780	OTU_BV5denovo17485	0.22009603	0
543	0	185.510.996	0.00051129	Sordariomycetes	0.5390516	0.22563025	120	3	Incertae sedis	Incertae sediscross194	no	FALSE	Fungi	Ilyonectria macrodidyma	Fungi--Ascomycota--Sordariomycetes--Hypocreales--Incertae sedis--Incertae sediscross194--Ilyonectria--Ilyonectria macrodidyma	Ilyonectria macrodidyma	108	143.95	120	0	Hypocreales	Ilyonectria macrodidyma	0	Ascomycota	12	0.78622251	0	FALSE	0	Ilyonectria macrodidyma	Ilyonectria	22362	Ilyonectria macrodidyma	0.18816993	0
501	0.177888328982915	185.510.996	0.00051129	Sordariomycetes	0.5390516	0.22563025	120	3	Incertae sedis	Ilyonectria	no	FALSE	Fungi	OTU-FITS2denovo156	Fungi--Ascomycota--Sordariomycetes--Hypocreales--Incertae sedis--Incertae sediscross194--Ilyonectria--Ilyonectria macrodidyma--OTU_FITS2denovo156	OTU-FITS2denovo156	108	143.95	120	0	Hypocreales	OTU-FITS2denovo156	0	Ascomycota	12	0.78622251	22	FALSE	0	OTU-FITS2denovo156	Ilyonectria macrodidyma	22362	OTU_FITS2denovo156	0.18816993	0
200	0	185.510.996	0.00051129	Sordariomycetes	0.5390516	0.22563025	120	3	Incertae sedis	Incertae sediscross194	no	FALSE	Fungi	Incertae sediscross194	Fungi--Ascomycota--Sordariomycetes--Hypocreales--Incertae sedis--Incertae sediscross194	Incertae sediscross194	108	143.95	120	0	Hypocreales	Incertae sediscross194	0	Ascomycota	12	0.78622251	0	FALSE	0	Incertae sediscross194	none	22362	Incertae sediscross194	0.18816993	0
196	0.177888328982915	185.510.996	0.00051129	Sordariomycetes	0.5390516	0.22563025	120	3	Incertae sedis	Incertae sediscross194	no	FALSE	Fungi	Ilyonectria	Fungi--Ascomycota--Sordariomycetes--Hypocreales--Incertae sedis--Incertae sediscross194--Ilyonectria	Ilyonectria	108	143.95	120	0	Hypocreales	Ilyonectria	0	Ascomycota	12	0.78622251	22	FALSE	0	Ilyonectria	Ilyonectria	22362	Ilyonectria	0.18816993	0
404	737.044.498.254.027	200.129.366	0.00050834	none	0.49967679	0.40316206	23	3	none	none	no	FALSE	Bacteria	Actinobacteria	Bacteria--Actinobacteria	Actinobacteria	1	7.747.826.087	23	0	none	Actinobacteria	0	Actinobacteria	22	0.74967658	192	FALSE	0	Actinobacteria	none	49190	Actinobacteria	0.10344227	0
295	0.178519621828349	182.535.576	0.00050429	Flavobacteriia	0.54783841	0.08309874	139	3	Flavobacteriaceae	none	no	FALSE	Bacteria	OTU-BV5denovo437608	Bacteria--Bacteroidetes--Flavobacteriia--Flavobacteriales--Flavobacteriaceae--OTU_BV5denovo437608	OTU-BV5denovo437608	139	16.357.553.957	139	0	Flavobacteriales	OTU-BV5denovo437608	0	Bacteroidetes	0	0.79366106	32	FALSE	0	OTU-BV5denovo437608	none	61494	OTU_BV5denovo437608	0.21271202	0
1765	107.680.098.166.382	199.353.169	0.00050238	none	0.50162232	0.67724868	28	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo1235	Bacteria--OTU_BV5denovo1235	OTU-BV5denovo1235	5	12.371.428.571	28	0	none	OTU-BV5denovo1235	0	none	23	0.75161708	168	FALSE	0	OTU-BV5denovo1235	none	38514	OTU_BV5denovo1235	0.16495238	0
355	0	189.521.345	0.00049965	none	0.52764505	0.26722689	85	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo151983	Bacteria--OTU_BV5denovo151983	OTU-BV5denovo151983	85	18.675.294.118	85	0	none	OTU-BV5denovo151983	0	none	0	0.77619664	0	FALSE	0	OTU-BV5denovo151983	none	33792	OTU_BV5denovo151983	0.24285168	0
139	0	187.580.854	0.00048994	Actinobacteria	0.53310345	0.13763564	103	3	Geodermatophilaceae	none	no	FALSE	Bacteria	OTU-BV5denovo60779	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Geodermatophilaceae--OTU_BV5denovo60779	OTU-BV5denovo60779	103	14.066.019.417	103	0	Actinomycetales	OTU-BV5denovo60779	0	Actinobacteria	0	0.78104787	0	FALSE	0	OTU-BV5denovo60779	none	21236	OTU_BV5denovo60779	0.1836295	0
149	0	182.794.308	0.00047962	Gammaproteobacteria	0.54706299	0.09599178	140	3	Pseudomonadaceae	none	no	FALSE	Bacteria	OTU-BV5denovo403991	Bacteria--Proteobacteria--Gammaproteobacteria--Pseudomonadales--Pseudomonadaceae--OTU_BV5denovo403991	OTU-BV5denovo403991	138	148.6	140	0	Pseudomonadales	OTU-BV5denovo403991	0	Proteobacteria	2	0.79301423	0	FALSE	0	OTU-BV5denovo403991	none	30772	OTU_BV5denovo403991	0.19399478	0
114	0.156939436454518	189.780.078	0.00047725	Alphaproteobacteria	0.5269257	0.16924842	84	3	Sphingomonadaceae	Sphingomonas	no	FALSE	Bacteria	OTU-BV5denovo3416	Bacteria--Proteobacteria--Alphaproteobacteria--Sphingomonadales--Sphingomonadaceae--Sphingomonas--OTU_BV5denovo3416	OTU-BV5denovo3416	84	17.328.571.429	84	0	Sphingomonadales	OTU-BV5denovo3416	0	Proteobacteria	0	0.77554981	35	FALSE	0	OTU-BV5denovo3416	none	32732	OTU_BV5denovo3416	0.22563244	0
655	0.102403990367209	185.122.898	0.00047598	Alphaproteobacteria	0.54018169	0.08402204	121	3	Acetobacteraceae	none	no	FALSE	Bacteria	OTU-BV5denovo3237	Bacteria--Proteobacteria--Alphaproteobacteria--Rhodospirillales--Acetobacteraceae--OTU_BV5denovo3237	OTU-BV5denovo3237	121	16.852.892.562	121	0	Rhodospirillales	OTU-BV5denovo3237	0	Proteobacteria	0	0.78719276	28	FALSE	0	OTU-BV5denovo3237	none	55822	OTU_BV5denovo3237	0.21972481	0
576	169.913.522.311.631	184.993.532	0.00047411	Oomycetes	0.54055944	0.07343178	122	3	Peronosporaceae	Hyaloperonospora	no	FALSE	Chromalveolata	OTU-Otraddenovo8	Chromalveolata--Stramenopiles--Oomycetes--Peronosporales--Peronosporaceae--Hyaloperonospora--Hyaloperonospora praecox--OTU_Otraddenovo8	OTU-Otraddenovo8	122	16.963.934.426	122	0	Peronosporales	OTU-Otraddenovo8	0	Stramenopiles	0	0.78751617	68	FALSE	0	OTU-Otraddenovo8	Hyaloperonospora praecox	68908	OTU_Otraddenovo8	0.22313417	0
223	0.0473692348796247	18.771.022	0.00046857	none	0.53273604	0.09823335	102	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo213939	Bacteria--OTU_BV5denovo213939	OTU-BV5denovo213939	102	16.933.333.333	102	0	none	OTU-BV5denovo213939	0	none	0	0.78072445	22	FALSE	0	OTU-BV5denovo213939	none	47532	OTU_BV5denovo213939	0.22106179	0
4324	0.881617526948977	199.741.268	0.00046336	none	0.50064767	0.79333333	25	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo928	Bacteria--OTU_BV5denovo928	OTU-BV5denovo928	5	137.6	25	0	none	OTU-BV5denovo928	0	none	20	0.75064683	158	FALSE	0	OTU-BV5denovo928	none	38390	OTU_BV5denovo928	0.18346667	0
1178	0	184.217.335	0.00046271	Gammaproteobacteria	0.54283708	0.16618217	129	3	Pseudomonadaceae	none	no	FALSE	Bacteria	OTU-BV5denovo46174	Bacteria--Proteobacteria--Gammaproteobacteria--Pseudomonadales--Pseudomonadaceae--OTU_BV5denovo46174	OTU-BV5denovo46174	129	15.415.503.876	129	0	Pseudomonadales	OTU-BV5denovo46174	0	Proteobacteria	0	0.78945666	0	FALSE	0	OTU-BV5denovo46174	none	30646	OTU_BV5denovo46174	0.20124679	0
1917	0.104597172872951	185.899.094	0.00046171	Bacilli	0.53792624	0.37742182	115	3	Streptococcaceae	Streptococcus	no	FALSE	Bacteria	OTU-BV5denovo383751	Bacteria--Firmicutes--Bacilli--Lactobacillales--Streptococcaceae--Streptococcus--OTU_BV5denovo383751	OTU-BV5denovo383751	115	17.054.782.609	115	0	Lactobacillales	OTU-BV5denovo383751	0	Firmicutes	0	0.78525226	23	FALSE	0	OTU-BV5denovo383751	none	27802	OTU_BV5denovo383751	0.22235701	0
2588	670.676.776.420.241	200.258.732	0.00045169	Actinobacteria1	0.49935401	0.41558442	22	3	none	none	no	FALSE	Bacteria	Actinomycetales	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales	Actinomycetales	1	7.390.909.091	22	0	Actinomycetales	Actinomycetales	0	Actinobacteria	21	0.74935317	189	FALSE	0	Actinomycetales	none	42628	Actinomycetales	0.09867702	0
1059	670.676.776.420.241	200.258.732	0.00045169	Actinobacteria1	0.49935401	0.41558442	22	3	none	none	no	FALSE	Bacteria	Actinobacteria1	Bacteria--Actinobacteria--Actinobacteria1	Actinobacteria1	1	7.390.909.091	22	0	none	Actinobacteria1	0	Actinobacteria	21	0.74935317	189	FALSE	0	Actinobacteria1	none	42628	Actinobacteria1	0.09867702	0
497	0	182.276.843	0.00045074	Actinobacteria	0.54861604	0.11140249	144	3	Microbacteriaceae	Microbacterium	no	FALSE	Bacteria	OTU-BV5denovo227112	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Microbacteriaceae--Microbacterium--OTU_BV5denovo227112	OTU-BV5denovo227112	141	14.854.166.667	144	0	Actinomycetales	OTU-BV5denovo227112	0	Actinobacteria	3	0.79430789	0	FALSE	0	OTU-BV5denovo227112	none	32076	OTU_BV5denovo227112	0.19391862	0
2104	0.87550415804509	200.129.366	0.00044957	none	0.49967679	0.87445887	22	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo973	Bacteria--OTU_BV5denovo973	OTU-BV5denovo973	5	15.472.727.273	22	0	none	OTU-BV5denovo973	0	none	17	0.74967658	158	FALSE	0	OTU-BV5denovo973	none	38312	OTU_BV5denovo973	0.20630303	0
2444	459.657.421.339.712	199.611.902	0.00044924	Betaproteobacteria	0.50097213	0.41578947	20	3	none	none	no	FALSE	Bacteria	Burkholderiales	Bacteria--Proteobacteria--Betaproteobacteria--Burkholderiales	Burkholderiales	3	107.8	20	0	Burkholderiales	Burkholderiales	0	Proteobacteria	17	0.75097025	149	FALSE	0	Burkholderiales	none	24476	Burkholderiales	0.14259259	0
854	510.413.963.828.359	199.611.902	0.00044924	Betaproteobacteria	0.50097213	0.41578947	20	3	none	none	no	FALSE	Bacteria	Betaproteobacteria	Bacteria--Proteobacteria--Betaproteobacteria	Betaproteobacteria	3	107.8	20	0	none	Betaproteobacteria	0	Proteobacteria	17	0.75097025	152	FALSE	0	Betaproteobacteria	none	24476	Betaproteobacteria	0.14259259	0
524	0.491598320966625	186.028.461	0.00044923	Tremellomycetes	0.53755216	0.09656886	114	3	unidentifiedcross269	none	no	FALSE	Fungi	unidentifiedcross269	Fungi--Basidiomycota--Tremellomycetes--unidentified--unidentifiedcross269	unidentifiedcross269	113	17.595.614.035	114	0	unidentified	unidentifiedcross269	0	Basidiomycota	1	0.78492885	41	FALSE	0	unidentifiedcross269	none	54498	unidentifiedcross269	0.22940827	0
3591	0.944927776695586	201.681.759	0.0004463	Actinobacteria1	0.49583066	0.55555556	9	3	Microbacteriaceae	none	no	FALSE	Bacteria	Microbacteriaceae	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Microbacteriaceae	Microbacteriaceae	2	17.433.333.333	9	0	Actinomycetales	Microbacteriaceae	0	Actinobacteria	7	0.7457956	103	FALSE	0	Microbacteriaceae	none	30876	Microbacteriaceae	0.2322963	0
957	0.07249002738315	187.839.586	0.00043916	Deltaproteobacteria	0.53236915	0.24881468	99	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo1710	Bacteria--Proteobacteria--Deltaproteobacteria--Myxococcales--OTU_BV5denovo1710	OTU-BV5denovo1710	99	16.612.121.212	99	0	Myxococcales	OTU-BV5denovo1710	0	Proteobacteria	0	0.78040103	20	FALSE	0	OTU-BV5denovo1710	none	22610	OTU_BV5denovo1710	0.21630366	0
388	0	180.983.182	0.0004375	Chytridiomycetes	0.55253753	0.18691113	154	3	Olpidiaceae	Olpidium	no	FALSE	Fungi	OTU-FITS2denovo165033	Fungi--Chytridiomycota--Chytridiomycetes--Olpidiales--Olpidiaceae--Olpidium--Olpidium brassicae--OTU_FITS2denovo165033	OTU-FITS2denovo165033	148	15.832.467.532	154	0	Olpidiales	OTU-FITS2denovo165033	0	Chytridiomycota	6	0.79754204	0	FALSE	0	OTU-FITS2denovo165033	Olpidium brassicae	29144	OTU_FITS2denovo165033	0.20669018	0
721	0.178979671550288	188.615.783	0.00043689	none	0.53017833	0.15722284	95	3	none	none	no	FALSE	Fungi	OTU-FITS2denovo250086	Fungi--OTU_FITS2denovo250086	OTU-FITS2denovo250086	95	17.211.578.947	95	0	none	OTU-FITS2denovo250086	0	none	0	0.77846054	23	FALSE	0	OTU-FITS2denovo250086	none	23308	OTU_FITS2denovo250086	0.22469424	0
595	0	183.570.505	0.00043573	Tremellomycetes	0.54474982	0.0839599	133	3	Cystofilobasidiaceae	Itersonilia	no	FALSE	Fungi	OTU-FITS2denovo561	Fungi--Basidiomycota--Tremellomycetes--Cystofilobasidiales--Cystofilobasidiaceae--Itersonilia--Itersonilia perplexans--OTU_FITS2denovo561	OTU-FITS2denovo561	133	16.843.609.023	133	0	Cystofilobasidiales	OTU-FITS2denovo561	0	Basidiomycota	0	0.79107374	0	FALSE	0	OTU-FITS2denovo561	Itersonilia perplexans	60814	OTU_FITS2denovo561	0.21960377	0
542	0	183.570.505	0.00043573	Tremellomycetes	0.54474982	0.0839599	133	3	Cystofilobasidiaceae	Itersonilia	no	FALSE	Fungi	Itersonilia perplexans	Fungi--Basidiomycota--Tremellomycetes--Cystofilobasidiales--Cystofilobasidiaceae--Itersonilia--Itersonilia perplexans	Itersonilia perplexans	133	16.843.609.023	133	0	Cystofilobasidiales	Itersonilia perplexans	0	Basidiomycota	0	0.79107374	0	FALSE	0	Itersonilia perplexans	Itersonilia perplexans	60814	Itersonilia perplexans	0.21960377	0
72	0.121817335123824	183.570.505	0.00043573	Tremellomycetes	0.54474982	0.0839599	133	3	Cystofilobasidiaceae	Itersonilia	no	FALSE	Fungi	Itersonilia	Fungi--Basidiomycota--Tremellomycetes--Cystofilobasidiales--Cystofilobasidiaceae--Itersonilia	Itersonilia	133	16.843.609.023	133	0	Cystofilobasidiales	Itersonilia	0	Basidiomycota	0	0.79107374	22	FALSE	0	Itersonilia	none	60814	Itersonilia	0.21960377	0
452	0.122436190823717	182.664.942	0.00043161	none	0.54745042	0.09675785	141	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo251481	Bacteria--OTU_BV5denovo251481	OTU-BV5denovo251481	140	14.907.092.199	141	0	none	OTU-BV5denovo251481	0	none	1	0.79333765	22	FALSE	0	OTU-BV5denovo251481	none	29086	OTU_BV5denovo251481	0.19460956	0
359	0.252654606021065	18.538.163	0.00043017	Flavobacteriia	0.53942777	0.25980392	120	3	Flavobacteriaceae	none	no	FALSE	Bacteria	OTU-BV5denovo466290	Bacteria--Bacteroidetes--Flavobacteriia--Flavobacteriales--Flavobacteriaceae--OTU_BV5denovo466290	OTU-BV5denovo466290	106	15.618.333.333	120	0	Flavobacteriales	OTU-BV5denovo466290	0	Bacteroidetes	14	0.78654592	34	FALSE	0	OTU-BV5denovo466290	none	22262	OTU_BV5denovo466290	0.20389469	0
317	0.215505022421772	191.073.739	0.00041924	none	0.52335816	0.43927928	75	3	none	none	no	FALSE	Fungi	OTU-FITS2denovo14389	Fungi--OTU_FITS2denovo14389	OTU-FITS2denovo14389	75	18.969.333.333	75	0	none	OTU-FITS2denovo14389	0	none	0	0.77231565	22	FALSE	0	OTU-FITS2denovo14389	none	12526	OTU_FITS2denovo14389	0.24731856	0
193	0.0658029465939111	184.087.969	0.00041151	none	0.54321855	0.08393895	129	3	none	none	no	FALSE	Unclassified	OTU-BV5denovo448963	Unclassified--OTU_BV5denovo448963	OTU-BV5denovo448963	129	17.082.170.543	129	0	none	OTU-BV5denovo448963	0	none	0	0.78978008	26	FALSE	0	OTU-BV5denovo448963	none	60070	OTU_BV5denovo448963	0.224694	0
138	0.140597808879762	185.122.898	0.00040763	Gammaproteobacteria	0.54018169	0.28044438	119	3	Pseudomonadaceae	Pseudomonas	no	FALSE	Bacteria	OTU-BV5denovo171869	Bacteria--Proteobacteria--Gammaproteobacteria--Pseudomonadales--Pseudomonadaceae--Pseudomonas--OTU_BV5denovo171869	OTU-BV5denovo171869	111	15.507.563.025	119	0	Pseudomonadales	OTU-BV5denovo171869	0	Proteobacteria	8	0.78719276	22	FALSE	0	OTU-BV5denovo171869	none	29294	OTU_BV5denovo171869	0.20165882	0
672	0.0418321519026152	187.192.755	0.00040374	none	0.53420871	0.18221024	106	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo265760	Bacteria--OTU_BV5denovo265760	OTU-BV5denovo265760	106	17.423.584.906	106	0	none	OTU-BV5denovo265760	0	none	0	0.78201811	24	FALSE	0	OTU-BV5denovo265760	none	48314	OTU_BV5denovo265760	0.22746194	0
496	0	183.441.138	0.00039979	none	0.54513399	0.09291886	134	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo292695	Bacteria--OTU_BV5denovo292695	OTU-BV5denovo292695	134	17.129.850.746	134	0	none	OTU-BV5denovo292695	0	none	0	0.79139715	0	FALSE	0	OTU-BV5denovo292695	none	61772	OTU_BV5denovo292695	0.22333573	0
