X.SampleID	Year	Plate	Country	Site	Biome	Soil_type	Compartment	Infection	Description	Barcode	Run	Latitude	Longitude	Altitude	Annual_Temp	Min_Temp_Ave	Min_Temp_Abs	Max_Temp_Ave	Max_Temp_Abs	Annual_Rain	Min_Rain_Abs	Max_Rain_Abs	Rare_taxa_status	Chlorophyta_rare_taxa_status	Conosa_rare_taxa_status	Ochrophyta_rare_taxa_status	Cercozoa_rare_taxa_status	Ciliophora_rare_taxa_status	Lobosa_rare_taxa_status	Metazoa_rare_taxa_status	Discoba_rare_taxa_status	Discoba_taxa_status	Chlorophyta_taxa_status	Ochrophyta_taxa_status	Bracteacoccus_taxa_status	Apicomplexa_taxa_status	Lobosa_taxa_status	Conosa_taxa_status	Metazoa_taxa_status	Ciliophora_taxa_status	Cercozoa_taxa_status	Lecanorales_taxa_status	Helotiales_taxa_status
Q001	2015	P1	Germany	JUG	Suburban	Rocky	Epi	Uninfected	A001	A.BacV5.1	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q002	2015	P1	Germany	JUG	Suburban	Rocky	Epi	Uninfected	A002	A.BacV5.2	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q003	2015	P1	Germany	JUG	Suburban	Rocky	Epi	Uninfected	A003	A.BacV5.3	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q004	2015	P1	Germany	JUG	Suburban	Rocky	Endo	Uninfected	A004	A.BacV5.4	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q005	2015	P1	Germany	JUG	Suburban	Rocky	Endo	Uninfected	A005	A.BacV5.5	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q006	2015	P1	Germany	JUG	Suburban	Rocky	Endo	Uninfected	A006	A.BacV5.6	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q007	2015	P1	Germany	JUG	Suburban	Rocky	Epi	Infected	A007	A.BacV5.7	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q008	2015	P1	Germany	JUG	Suburban	Rocky	Epi	Infected	A008	A.BacV5.8	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q009	2015	P1	Germany	JUG	Suburban	Rocky	Epi	Infected	A009	A.BacV5.9	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q010	2015	P1	Germany	JUG	Suburban	Rocky	Endo	Infected	A010	A.BacV5.10	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_positive	Cercozoa_negative	NA	NA
Q011	2015	P1	Germany	JUG	Suburban	Rocky	Endo	Infected	A011	A.BacV5.11	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_positive	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_positive	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q012	2015	P1	Germany	JUG	Suburban	Rocky	Endo	Infected	A012	A.BacV5.12	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q013	2015	P2	Germany	WH	Urban	Rocky	Epi	Infected	A013	A.BacV5.13	A	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q014	2015	P2	Germany	WH	Urban	Rocky	Epi	Infected	A014	A.BacV5.14	A	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q015	2015	P2	Germany	WH	Urban	Rocky	Epi	Infected	A015	A.BacV5.15	A	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_positive	Helotiales_positive
Q016	2015	P2	Germany	WH	Urban	Rocky	Endo	Infected	A016	A.BacV5.16	A	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q017	2015	P2	Germany	WH	Urban	Rocky	Endo	Infected	A017	A.BacV5.17	A	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q018	2015	P2	Germany	WH	Urban	Rocky	Endo	Infected	A018	A.BacV5.18	A	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q019	2015	P2	Germany	PFN	Agricultural	Humic	Epi	Uninfected	A019	A.BacV5.19	A	48.56	9.11	455	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q020	2015	P2	Germany	PFN	Agricultural	Humic	Epi	Uninfected	A020	A.BacV5.20	A	48.56	9.11	455	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q021	2015	P2	Germany	PFN	Agricultural	Humic	Epi	Uninfected	A021	A.BacV5.21	A	48.56	9.11	455	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q022	2015	P2	Germany	PFN	Agricultural	Humic	Endo	Uninfected	A022	A.BacV5.22	A	48.56	9.11	455	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_positive	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q023	2015	P2	Germany	PFN	Agricultural	Humic	Endo	Uninfected	A023	A.BacV5.23	A	48.56	9.11	455	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_positive	Cercozoa_negative	NA	NA
Q024	2015	P2	Germany	PFN	Agricultural	Humic	Endo	Uninfected	A024	A.BacV5.24	A	48.56	9.11	455	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_positive	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_positive	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_positive	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q001	2015	P1	Germany	JUG	Suburban	Rocky	Epi	Uninfected	A025	A.BacV3.1	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q002	2015	P1	Germany	JUG	Suburban	Rocky	Epi	Uninfected	A026	A.BacV3.2	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q003	2015	P1	Germany	JUG	Suburban	Rocky	Epi	Uninfected	A027	A.BacV3.3	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q004	2015	P1	Germany	JUG	Suburban	Rocky	Endo	Uninfected	A028	A.BacV3.4	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q005	2015	P1	Germany	JUG	Suburban	Rocky	Endo	Uninfected	A029	A.BacV3.5	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q006	2015	P1	Germany	JUG	Suburban	Rocky	Endo	Uninfected	A030	A.BacV3.6	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q007	2015	P1	Germany	JUG	Suburban	Rocky	Epi	Infected	A031	A.BacV3.7	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q008	2015	P1	Germany	JUG	Suburban	Rocky	Epi	Infected	A032	A.BacV3.8	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q009	2015	P1	Germany	JUG	Suburban	Rocky	Epi	Infected	A033	A.BacV3.9	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q010	2015	P1	Germany	JUG	Suburban	Rocky	Endo	Infected	A034	A.BacV3.10	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_positive	Cercozoa_negative	NA	NA
Q011	2015	P1	Germany	JUG	Suburban	Rocky	Endo	Infected	A035	A.BacV3.11	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_positive	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_positive	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q012	2015	P1	Germany	JUG	Suburban	Rocky	Endo	Infected	A036	A.BacV3.12	A	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
Q013	2015	P2	Germany	WH	Urban	Rocky	Epi	Infected	A037	A.BacV3.13	A	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q014	2015	P2	Germany	WH	Urban	Rocky	Epi	Infected	A038	A.BacV3.14	A	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q015	2015	P2	Germany	WH	Urban	Rocky	Epi	Infected	A039	A.BacV3.15	A	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_positive	Helotiales_positive
Q016	2015	P2	Germany	WH	Urban	Rocky	Endo	Uninfected	A040	A.BacV3.16	A	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	Lecanorales_negative	Helotiales_positive
Q017	2015	P2	Germany	WH	Urban	Rocky	Endo	Uninfected	A041	A.BacV3.17	A	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_negative	NA	NA
